State,CountyName,Tract_FIPS,Urban,TOTALPOP,PERCENT_LOWA_Pop,LOWA_POP,PERCENT_LOWI,LOWI,PERCENT_HUNV,HUNV,PERCENT_KIDS,KIDS,PERCENT_SENIORS,SENIORS
FL,Orange,12095017300,Yes,7227,19.5,1407,2.2,157,1.7,49,5.1,365,2,144
FL,Orange,12095017600,Yes,4963,38.2,1895,17.8,874,12.4,199,15.6,774,3.2,160
FL,Orange,12095017703,Yes,4294,45.5,1956,8.7,352,3.4,50,12.7,544,4.8,208
FL,Osceola,12097040900,Yes,5321,17.5,933,2,103,0.8,15,4.7,249,1.4,75
FL,Osceola,12097041700,Yes,5497,59.1,3250,9.1,505,4.1,83,16.9,930,4.7,257
FL,Osceola,12097041800,Yes,3136,39.1,1227,7.1,219,1.1,12,10.6,331,3.8,119
FL,Osceola,12097042000,Yes,6344,49.3,3125,6.1,387,4.1,107,9.6,610,2.3,146
FL,Osceola,12097042100,Yes,4935,49,2418,7.6,376,3.1,53,16.3,802,1.8,88
FL,Osceola,12097042700,Yes,10727,69.6,7469,9.1,968,4.8,161,20.6,2211,7.8,835
FL,Palm Beach,12099000205,Yes,3156,28,884,2.1,64,2.8,34,2.9,91,8.9,282
FL,Palm Beach,12099001004,Yes,4985,40.3,2011,4.9,239,1.8,43,6.8,341,12.2,610
FL,Palm Beach,12099001301,Yes,2939,83.6,2458,24.9,631,14.1,126,32.8,964,3.8,112
FL,Palm Beach,12099001302,Yes,4729,100,4729,29.8,1408,16.3,266,33.9,1602,10,472
FL,Palm Beach,12099001403,Yes,3382,100,3382,32.3,1091,26.5,301,38.2,1293,12.5,423
FL,Palm Beach,12099001404,Yes,3879,60.6,2352,26.6,1028,18.5,222,28.1,1090,4.6,178
FL,Palm Beach,12099001801,Yes,5585,14.6,815,1.5,78,1.5,28,4,225,1.4,81
FL,Palm Beach,12099003000,Yes,3976,13.6,539,2.5,100,1.7,21,2.8,113,2.3,93
FL,Palm Beach,12099003200,Yes,7588,39.7,3013,6.7,492,0.9,21,12.2,923,2.4,184
FL,Palm Beach,12099003700,Yes,5809,63.2,3671,8.5,493,5.3,110,14.6,850,7.9,461
FL,Palm Beach,12099003800,Yes,7576,62,4697,3.5,213,1.7,39,12.2,927,4.4,335
FL,Palm Beach,12099004012,Yes,3453,66.5,2295,5.6,196,6.8,151,1.7,58,49.2,1698
FL,Palm Beach,12099005600,Yes,6377,56.2,3583,7.6,480,5.1,128,15.2,971,8.1,519
FL,Palm Beach,12099005701,Yes,4138,100,4138,15.1,612,8.1,135,25.5,1054,23.6,978
FL,Palm Beach,12099005702,Yes,5533,100,5533,14.5,796,9.2,176,27.6,1527,15.2,842
FL,Palm Beach,12099005806,Yes,6700,14,936,1.4,93,1.2,32,2.7,184,4,269
FL,Palm Beach,12099006100,Yes,4508,64.6,2913,17.8,794,9.9,159,16.9,760,7.8,352
FL,Palm Beach,12099006700,Yes,2305,100,2305,23.5,517,18.8,147,25.9,596,15.8,364
FL,Palm Beach,12099006801,Yes,6149,38.3,2353,13,801,7.7,144,14.6,900,2.8,171
FL,Palm Beach,12099007203,Yes,5788,27.8,1610,3.4,198,3,79,4.1,239,1.7,99
FL,Palm Beach,12099007717,Yes,7652,35,2674,3,228,7.6,393,1,74,25,1914
FL,Palm Beach,12099007819,Yes,6718,30,2016,3.9,262,3.1,97,7,473,11.3,760
FL,Palm Beach,12099008002,Yes,5360,36.7,1967,12.4,661,8.8,142,15.2,815,2.6,141
FL,Palm Beach,12099008101,Yes,6229,87.6,5457,24.9,1512,7.7,145,31.6,1969,5.1,317
FL,Palm Beach,12099008102,Yes,1091,100,1091,49.5,103,0,0,0.1,1,0.7,8
FL,Palm Beach,12099008201,Yes,4355,100,4355,48.2,2085,43.9,636,35.9,1564,8,348
FL,Palm Beach,12099008302,Yes,4521,98.2,4441,32.5,1087,20,200,27.3,1233,6.4,290
FL,Pasco,12101030402,Yes,7263,22,1598,2,146,1.9,66,3.7,265,7.6,554
FL,Pasco,12101030500,Yes,6322,33.7,2130,3.1,193,1.9,58,6.2,392,8.5,534
FL,Pasco,12101031003,Yes,5198,78,4056,11.2,586,4.4,106,14.2,737,28.3,1473
FL,Pasco,12101031004,Yes,5797,70.4,4082,10.7,618,7.6,202,12.8,741,23,1334
FL,Pasco,12101031401,Yes,4317,41.8,1803,7.8,326,4.5,83,10.9,469,4.3,186
FL,Pasco,12101031402,Yes,5935,72.3,4291,11,619,7.7,214,10.7,633,31.5,1867
FL,Pasco,12101031405,Yes,1815,100,1815,15,269,9,68,24.8,450,18.7,339
FL,Pasco,12101031703,Yes,4748,71,3372,14.3,676,3.1,55,21,996,6.8,321
FL,Pasco,12101032900,Yes,8622,68.8,5935,6.4,516,3.4,130,8.7,748,26.4,2280
FL,Pasco,12101033001,Yes,7231,33,2389,2.2,157,1.9,62,6.8,495,9.7,702
FL,Pasco,12101033004,Yes,7542,100,7542,12,889,5.7,198,16.6,1254,36.2,2729
FL,Pinellas,12103020400,Yes,2538,67.5,1714,13.9,352,10.4,118,13.9,352,9.3,236
FL,Pinellas,12103020500,Yes,3912,49.7,1945,17.4,661,12.5,179,16.3,637,3.8,147
FL,Pinellas,12103020800,Yes,5001,35.7,1786,8.4,406,3.5,57,11,552,2.7,133
FL,Pinellas,12103021800,Yes,3279,31.9,1045,10.3,356,5.7,74,6.8,222,2.2,73
FL,Pinellas,12103022000,Yes,3414,100,3414,20,676,10.9,130,32.6,1114,9.2,314
FL,Pinellas,12103023300,Yes,2496,100,2496,18.7,457,15.5,174,24.1,601,9,225
FL,Pinellas,12103024503,Yes,9414,54.5,5135,9.3,579,4.8,118,11.3,1061,0.7,70
FL,Pinellas,12103024601,Yes,3800,77.4,2942,9.5,361,7.2,125,14.5,549,15.2,578
FL,Pinellas,12103024602,Yes,4971,100,4971,18.7,921,14.8,359,18.1,900,21.5,1071
FL,Pinellas,12103024700,Yes,7870,48.5,3815,10.1,778,6.8,238,10.4,817,7.7,604
FL,Pinellas,12103025106,Yes,2774,46.8,1298,4.6,127,4,60,8,221,10.4,289
FL,Pinellas,12103025408,Yes,5042,28.7,1445,3.4,168,1.6,40,6.7,340,2.5,128
FL,Pinellas,12103025410,Yes,6325,62.3,3938,5.8,364,4.4,141,7.3,462,27.9,1764
FL,Pinellas,12103026100,Yes,4078,100,4078,22.5,916,12.6,217,21.6,880,12,491
FL,Pinellas,12103028300,Yes,3721,42.7,1590,5.9,216,2.8,46,10.3,383,8.3,309
FL,Pinellas,12103028401,Yes,1689,100,1689,8.5,142,14.8,175,1.1,19,78.3,1322
FL,Pinellas,12103028402,Yes,1345,66.5,894,10.2,139,11,80,7.6,102,15.1,202
FL,Polk,12105011000,Yes,2882,55.6,1602,16.5,468,4.4,51,14.5,418,15.2,437
FL,Polk,12105011100,Yes,3165,88.3,2794,24.8,785,9,102,30.9,978,7.3,230
FL,Polk,12105011400,Yes,3849,46.2,1778,8.7,304,5.9,84,11,425,8.1,310
FL,Polk,12105011704,Yes,4518,84.3,3807,20.6,925,8.8,150,24,1084,10.3,467
FL,Polk,12105011722,Yes,2884,100,2884,13.8,393,5.5,73,16.9,487,34.9,1006
FL,Polk,12105012002,Yes,2491,100,2491,14.8,372,9.6,110,19.1,477,31,772
FL,Polk,12105012700,Yes,5044,13.9,702,1.9,94,1.3,26,3.9,199,2.4,119
FL,Polk,12105013000,Yes,6256,79.6,4983,13.1,815,2.5,62,18.8,1177,15.8,991
FL,Polk,12105013102,Yes,3421,90.3,3088,10.7,366,5.7,81,20.1,688,19.5,666
FL,Polk,12105013300,Yes,2496,34.9,870,9.8,241,5.9,56,11,274,4.1,101
FL,Polk,12105013400,Yes,4782,100,4782,16.4,776,7.8,147,26.8,1281,16.3,778
FL,Polk,12105013600,Yes,5592,24.2,1353,5.6,298,3.5,74,6.2,346,5.3,296
FL,Polk,12105013702,Yes,4878,62,3025,11.6,558,4.3,83,16.3,793,10.6,515
FL,Polk,12105014122,Yes,6676,64.8,4328,10.1,674,4.4,116,14.9,995,17.8,1185
FL,Polk,12105014203,No,3084,25.1,775,2.7,81,2.8,43,3,94,7,215
FL,Polk,12105014502,Yes,3443,81.7,2814,21.8,759,11.3,113,27.4,943,5.3,184
FL,Polk,12105014600,Yes,3486,75,2616,13.8,477,8.7,103,23.6,824,8.3,289
FL,Polk,12105015500,Yes,3784,48.6,1840,11.5,426,7.7,120,11.9,450,11.9,451
FL,Polk,12105015600,No,2461,29.4,724,1.5,36,1,13,3,73,13.7,338
FL,Putnam,12107950200,No,8877,7.2,638,0.9,76,0,1,1.7,153,1.3,112
FL,Putnam,12107950800,Yes,3908,44.2,1727,16.5,643,19,278,11.8,459,7.5,291
FL,St. Johns,12109021002,Yes,2811,70.1,1970,16.8,482,7.4,74,19.4,545,9.2,257
FL,St. Johns,12109021301,Yes,4672,71.5,3343,9.8,423,5.3,88,18.7,873,8.9,416
FL,St. Lucie,12111000300,Yes,6288,46.2,2906,29,1816,12.3,254,20.1,1267,4.1,256
FL,St. Lucie,12111000901,Yes,2314,51.5,1193,8.5,186,2.9,28,13.3,308,13.7,318
FL,St. Lucie,12111000902,Yes,5539,100,5539,24.2,1320,8.2,142,32.9,1823,8.2,453
FL,St. Lucie,12111001802,Yes,3205,20.3,651,3.4,99,0.7,7,6,194,2.5,81
FL,Santa Rosa,12113010600,Yes,6093,32.5,1983,7.3,423,2.5,58,10.4,636,3.3,203
FL,Santa Rosa,12113010801,No,10120,7.5,757,1,84,0.3,11,1.9,191,0.6,62
FL,Sarasota,12115000300,Yes,3926,49.2,1932,16.9,638,10.5,153,14.8,582,6.9,269
FL,Sarasota,12115001000,Yes,3033,69,2094,11,292,3.9,50,11,334,10.2,308
FL,Sarasota,12115002402,Yes,3399,22.2,753,2.2,72,11.2,209,1.2,40,14,475
FL,Sarasota,12115002509,Yes,4728,66.2,3129,4.7,220,1.6,33,13.2,622,19.6,927
FL,Sarasota,12115002603,Yes,1965,100,1965,11.4,231,3,28,14.3,281,36.3,713
FL,Sarasota,12115002701,Yes,6855,57.2,3920,7.2,483,3.1,89,13.7,938,14.1,965
FL,Sarasota,12115002703,Yes,5014,75.9,3805,3.9,195,3,84,0.4,18,58.3,2922
FL,Seminole,12117020202,Yes,3110,100,3110,16.6,500,6.7,74,27.7,860,15.3,476
FL,Seminole,12117020901,Yes,3402,29,986,5,167,2.9,41,8.5,289,2.2,74
FL,Suwannee,12121970300,No,6747,34,2295,4.6,301,5.1,140,5.6,380,13.5,908
FL,Suwannee,12121970500,No,6951,11.5,800,2,139,0.5,13,2.5,170,1.7,115
FL,Taylor,12123950300,Yes,6006,56.1,3372,14.8,849,8.2,186,14.3,857,9.3,556
FL,Taylor,12123950400,No,5337,26.3,1401,3.6,157,1.4,25,5.7,305,3.7,197
FL,Union,12125960300,No,3494,23,804,2.8,98,1.7,21,6.6,230,2.9,102
FL,Volusia,12127080805,Yes,6019,30.8,1855,5.1,307,1.9,48,5.1,308,8.2,496
FL,Volusia,12127081000,Yes,4196,67.1,2817,12.7,525,7.9,169,10.2,428,14.3,601
FL,Volusia,12127081200,Yes,4589,100,4589,25.2,1117,21,552,12.5,575,16.1,739
FL,Volusia,12127082000,Yes,3464,47.2,1636,21.7,448,30.2,307,4.8,165,12.3,426
FL,Volusia,12127082100,Yes,4914,62.7,3083,23,1111,19.3,340,22,1080,8.3,406
FL,Volusia,12127082201,Yes,4671,89,4158,22.2,954,15.9,378,12.5,586,19.7,919
FL,Volusia,12127082301,Yes,5618,76.3,4289,17.5,903,6.6,174,8.7,490,13.3,746
FL,Volusia,12127082302,Yes,2186,54.7,1196,17.6,112,1.8,7,0.4,9,1.2,26
FL,Volusia,12127082408,Yes,5471,20.4,1116,1.9,104,0.9,26,1.3,73,9.9,541
FL,Volusia,12127082501,Yes,6528,38.1,2487,4.1,266,1.1,37,5.3,344,12.5,814
FL,Volusia,12127090101,No,4981,42.5,2115,10.1,498,1.2,17,7.7,385,3.7,183
FL,Volusia,12127090702,Yes,3949,80.2,3166,22.7,862,16.8,263,20.5,810,16.4,649
FL,Walton,12131950100,No,7743,19.2,1483,3.3,254,1.5,47,5,388,2.3,177
FL,Walton,12131950400,No,2917,45,1313,6.7,197,1.2,13,11.3,331,5.8,170
FL,Washington,12133970200,No,3079,35.3,1085,6.9,213,2,24,7.7,238,6,185
FL,Washington,12133970300,No,10291,73.7,7585,14.1,1288,4.4,162,14.9,1537,10.1,1044
GA,Appling,13001950100,No,2882,30.2,871,3.3,94,0.5,5,8.5,246,3.7,107
GA,Appling,13001950400,No,1575,62.8,989,11.5,173,2.3,15,13.8,217,9.9,156
GA,Appling,13001950500,No,3680,14.6,536,2.3,85,0.3,4,4.4,160,1.4,52
GA,Atkinson,13003960100,No,2121,90.6,1922,21,444,7.5,58,26.8,569,9.8,209
GA,Baker,13007960100,No,2643,74.3,1965,18.9,502,5.2,51,20.8,550,10,265
GA,Baker,13007960200,No,1431,94.5,1352,18.6,264,10.2,55,24.9,356,12.6,180
GA,Baldwin,13009970600,Yes,4913,33.6,1649,7.2,338,3.9,70,9,444,4.4,218
GA,Baldwin,13009970702,Yes,6691,98.6,6595,17.5,352,8.1,69,7.6,510,11.8,790
GA,Barrow,13013180201,Yes,6098,33.9,2066,3.6,214,2,47,8.2,500,5.2,314
GA,Barrow,13013180202,Yes,4641,25.2,1171,3.5,156,4.7,79,8.1,374,1.8,86
GA,Bartow,13015960802,Yes,2911,97.6,2841,11.2,310,2.6,27,26.5,770,7.1,208
GA,Berrien,13019970100,No,1515,86.8,1315,9.4,142,7.5,45,21.6,328,12.6,190
GA,Bibb,13021011702,Yes,5059,13.3,672,2.4,115,0.7,13,3.9,199,1.6,79
GA,Bibb,13021012200,Yes,2095,100,2095,24.7,528,16.3,138,31.1,651,10.6,222
GA,Bibb,13021012300,Yes,3235,36.2,1170,10,322,6.5,85,9.2,298,5.5,179
GA,Bibb,13021012400,Yes,4665,37.8,1761,10.7,480,5.9,99,12.1,565,3.9,183
GA,Bibb,13021012500,Yes,3716,20.6,766,6.7,237,4.9,65,6.4,239,1.6,60
GA,Bibb,13021013102,Yes,3828,35.5,1359,5.6,205,2.6,35,10,382,7,266
GA,Bibb,13021013201,Yes,5424,9.9,538,2.1,114,0.8,16,3.5,192,0.4,24
GA,Bibb,13021013202,Yes,3342,21.5,717,3.6,121,1.5,19,6.7,225,2.4,81
GA,Brantley,13025980100,No,5231,37.4,1957,5.5,285,1.4,26,11.8,617,2.4,125
GA,Brooks,13027990200,No,1675,59.7,1001,15.3,255,5.2,34,14.2,237,9.2,154
GA,Bulloch,13031990100,No,3754,54.7,2052,10.9,407,4.3,59,15.7,591,6.2,232
GA,Bulloch,13031990402,Yes,9411,11.6,1088,6.4,428,1.1,30,0.9,80,0.1,9
GA,Burke,13033950100,No,4828,17.6,848,3.5,169,1.5,25,5.1,245,1.3,62
GA,Burke,13033950200,No,2507,27.2,683,9.3,240,2.9,25,7.4,186,2.8,69
GA,Burke,13033950300,No,1053,41.5,437,8.6,84,6.8,25,11.2,117,4.9,52
GA,Burke,13033950800,No,1134,57.5,652,17.8,193,14.7,57,15.7,178,8.5,96
GA,Calhoun,13037950100,No,2988,34.6,1034,15.7,275,6.7,47,9,270,4.2,126
GA,Camden,13039010500,Yes,3928,59.5,2337,3.5,79,1.8,12,14.5,568,0.1,3
GA,Carroll,13045990101,Yes,3386,28.5,964,4.2,137,5.8,72,7.8,265,3.6,121
GA,Carroll,13045990200,Yes,7374,82.1,6054,8.9,658,2.8,74,22.6,1669,6.6,486
GA,Carroll,13045990501,Yes,7114,77.2,5490,14.8,739,6.9,122,13.9,992,3.9,275
GA,Catoosa,13047030500,Yes,4118,87.2,3591,11.6,474,3,54,19.8,814,12.2,503
GA,Charlton,13049990200,No,2287,51.1,1168,8.8,194,3.5,29,14.8,338,4.7,107
GA,Chatham,13051000601,Yes,4034,100,4034,35.8,1440,41.6,644,31.9,1285,18.2,735
GA,Chatham,13051002300,Yes,2208,100,2208,32,711,43.6,367,31.5,696,17.5,387
GA,Chatham,13051003200,Yes,1111,100,1111,24.8,285,24,93,29.5,328,15.3,170
GA,Chatham,13051003301,Yes,1995,100,1995,18.7,375,22.2,175,25,498,21.5,428
GA,Chatham,13051003601,Yes,3000,100,3000,23.7,711,13.3,148,31.7,951,11,329
GA,Chatham,13051003700,Yes,1738,77.4,1344,17.5,320,12.3,80,21.9,380,9,157
GA,Chatham,13051004202,Yes,8312,67.4,5605,12,991,3.9,137,16.3,1356,5,416
GA,Chatham,13051004207,Yes,3429,25.9,887,5.7,192,4.7,65,7.2,248,2.5,86
GA,Chatham,13051004500,Yes,3895,15.6,607,4,157,5.2,74,4.8,185,2.8,108
GA,Chatham,13051010501,Yes,4720,98.8,4665,18.7,653,8.8,124,23.6,1113,5.8,273
GA,Chatham,13051010601,Yes,5685,15.9,903,0.8,45,1.9,40,2.8,157,2.6,147
GA,Chatham,13051010604,Yes,1126,100,1126,41.6,461,15.2,59,34.9,393,13.8,155
GA,Chattahoochee,13053020100,No,2832,99.8,2826,21.3,599,8.9,95,29.2,828,8.9,251
GA,Chattooga,13055980200,Yes,6715,61.1,4106,9,600,2.9,77,16.3,1095,6.8,459
GA,Cherokee,13057091001,Yes,2292,37.5,860,2.3,51,0.6,5,9.6,220,3.7,84
GA,Clarke,13059000100,Yes,819,100,819,52.7,436,27.8,129,7.7,63,4.6,38
GA,Clarke,13059000400,Yes,8209,59.3,4871,31.1,840,6.9,96,1.5,126,0.2,14
GA,Clarke,13059000600,Yes,2178,70.1,1527,30.7,666,11.1,127,10.8,236,2.8,61
GA,Clarke,13059001900,Yes,3080,100,3080,37.6,1155,22.9,348,17.4,537,9.5,294
GA,Clarke,13059030200,Yes,4317,64.5,2783,27.2,1120,14.7,243,14.4,623,6.2,266
GA,Clarke,13059130300,Yes,4205,89,3742,22,886,8.6,110,29.1,1223,5.3,224
GA,Clarke,13059140400,Yes,3241,71.6,2319,17.3,542,1.4,17,19.7,639,6.6,213
GA,Clarke,13059140500,Yes,2153,39.8,857,8.9,139,1.8,11,7.9,169,3.2,69
GA,Clarke,13059150300,Yes,3033,44.3,1343,8.9,264,0.4,5,8.7,263,4.2,128
GA,Clarke,13059150500,Yes,4029,18.6,751,10.3,417,3.9,69,7.1,287,1.1,43
GA,Clarke,13059150700,Yes,5539,15.4,855,3.2,171,0.5,12,3.2,175,0.7,40
GA,Clay,13061960100,No,2434,89.3,2173,34.1,809,18.3,181,24.6,599,17.2,419
GA,Clay,13061960200,No,923,52.9,488,8.4,77,6,21,14.3,132,10.2,94
GA,Clayton,13063040201,Yes,8029,82.9,6657,7.5,601,7.2,242,24.6,1974,1.9,152
GA,Clayton,13063040303,Yes,7713,41.2,3180,9.6,736,5.8,150,14,1078,2.3,180
GA,Clayton,13063040305,Yes,8420,12.8,1076,2.2,185,1.5,42,4.7,395,0.6,49
GA,Clayton,13063040405,Yes,8509,49.5,4213,4.9,408,2.3,72,13.9,1185,4.2,359
GA,Clayton,13063040406,Yes,9164,57.1,5236,8.1,737,4.1,120,17.8,1632,2.4,223
GA,Clayton,13063040407,Yes,3261,18,586,4.1,130,0.1,1,4.6,148,2.5,83
GA,Clayton,13063040408,Yes,7213,25.5,1842,3,214,3,75,6.8,492,4.7,337
GA,Clayton,13063040410,Yes,5838,37.9,2213,3.7,182,1.5,26,10.2,595,3.3,194
GA,Clayton,13063040412,Yes,6784,39.5,2677,5.5,370,2,52,11.3,770,2.9,194
GA,Clayton,13063040503,Yes,9052,33.8,3056,3.1,280,2.1,65,9.8,886,1.9,172
GA,Clayton,13063040506,Yes,8952,7.4,663,0.6,49,0.2,6,2.3,207,0.3,27
GA,Clayton,13063040510,Yes,3746,100,3746,5,192,4,54,31.4,1178,5.8,218
GA,Clayton,13063040511,Yes,7600,11.5,872,1.3,101,0.6,21,3.4,259,0.3,20
GA,Clayton,13063040512,Yes,4464,55.8,2489,4.8,212,2,33,17.1,764,2.6,117
GA,Clayton,13063040514,Yes,5330,34.3,1830,3.6,189,1.5,29,9.5,506,1.6,83
GA,Clayton,13063040516,Yes,4806,37.9,1819,2.8,135,1.2,20,12.6,607,1.1,55
GA,Clayton,13063040518,Yes,4547,100,4547,15.2,690,5,69,38.9,1768,3.1,141
GA,Clayton,13063040611,Yes,6299,74.2,4673,12.8,802,4.6,112,21.8,1371,4.2,267
GA,Clayton,13063040612,Yes,4273,27.3,1168,2.7,116,2.9,45,7.3,313,2.6,113
GA,Cobb,13067030404,Yes,9504,67.7,6432,16.3,1533,7.6,284,15.4,1468,1.2,117
GA,Cobb,13067030406,Yes,9501,29.4,2793,4.2,400,2.3,91,8,763,0.3,32
GA,Cobb,13067030700,Yes,5300,69.5,3686,17.6,927,14,284,18.8,996,7.2,380
GA,Cobb,13067031001,Yes,5509,13.5,746,1.5,81,1.2,22,3,167,0.6,31
GA,Cobb,13067031002,Yes,7479,16.5,1231,3.3,240,1.3,34,5.4,403,0.5,37
GA,Cobb,13067031105,Yes,9996,13.7,1373,1.3,134,0.4,13,3.7,365,1.3,127
GA,Cobb,13067031109,Yes,6791,16.3,1109,2.5,172,2,65,3.4,230,0.1,10
GA,Cobb,13067031310,Yes,5178,55.8,2891,6.4,328,2.3,43,20.1,1039,0.7,38
GA,Cobb,13067031311,Yes,7255,88.7,6434,11.2,803,4,104,28.2,2048,3.2,232
GA,Cobb,13067031504,Yes,8008,51.7,4144,5.7,447,1.3,33,16.3,1302,5.2,416
GA,Coffee,13069990100,No,3402,32,1088,4.2,143,2.7,35,7.8,264,4,136
GA,Colquitt,13071970100,No,4339,30.5,1324,3.9,168,2.9,44,7.7,336,3,130
GA,Crisp,13081980200,No,7702,14.2,1097,3,228,0.8,21,2.8,217,2.5,191
GA,Decatur,13087970100,No,3657,16,586,2.5,90,0.3,4,3.9,143,2.4,87
GA,DeKalb,13089020801,Yes,2714,48.8,1326,8.3,228,11.6,115,9.4,256,7.8,212
GA,DeKalb,13089021303,Yes,6430,9.3,595,1.5,95,1.1,20,2.2,139,0.7,45
GA,DeKalb,13089021304,Yes,10727,42.9,4600,5,533,3.6,152,8.1,864,1.8,198
GA,DeKalb,13089021401,Yes,12725,8,1014,0.9,113,0.9,44,0.9,120,0.7,88
GA,DeKalb,13089021811,Yes,8281,19.6,1627,2.3,188,0.9,36,4.2,347,0.2,13
GA,DeKalb,13089021904,Yes,7756,56.5,4382,4.3,330,4,123,13.2,1020,2.7,209
GA,DeKalb,13089021906,Yes,5843,12.1,705,1.2,68,0.7,14,3.2,188,1.2,71
GA,DeKalb,13089022005,Yes,4756,42.1,2003,8,381,6.6,109,12.9,615,1.8,83
GA,DeKalb,13089022100,Yes,3682,78,2873,37.9,1395,24.4,321,29.3,1078,5.4,199
GA,DeKalb,13089022700,Yes,4080,46.8,1911,4,160,9.1,144,9.6,393,4.1,169
GA,DeKalb,13089023102,Yes,3586,74.1,2658,11.1,396,12.8,192,19.4,697,4.8,171
GA,DeKalb,13089023105,Yes,9755,45.8,4468,5,360,6.1,156,6.6,641,0.9,87
GA,DeKalb,13089023106,Yes,7518,45.6,3430,6,446,11.2,348,11,823,1.1,82
GA,DeKalb,13089023107,Yes,5589,19.7,1099,2.2,121,1.7,33,5.4,303,1.6,87
GA,DeKalb,13089023203,Yes,8891,10.3,916,1.3,112,0.4,12,3.8,335,0.2,20
GA,DeKalb,13089023310,Yes,7434,19.7,1462,3.3,237,3.5,93,6.9,511,0.7,54
GA,DeKalb,13089023410,Yes,4493,38.7,1741,4.3,190,4.3,72,12.8,575,1.1,47
GA,DeKalb,13089023802,Yes,4483,31.3,1403,4.7,176,3.3,42,5.8,262,0.7,31
GA,Dooly,13093970100,No,4533,77.7,3521,18.1,610,12.9,173,14.7,668,7.5,338
GA,Dooly,13093970300,Yes,5332,63.8,3399,14,737,8.1,162,17.5,932,7.5,398
GA,Dougherty,13095000100,Yes,6532,8.8,572,2.6,169,0.7,16,3,198,0.8,54
GA,Dougherty,13095000200,Yes,3909,78.7,3075,40.5,1623,28.6,386,31,1210,7.9,307
GA,Dougherty,13095001000,Yes,1553,78.5,1219,12.2,190,3.6,27,15,233,15.2,236
GA,Dougherty,13095001100,Yes,6534,53.9,3523,10.7,698,6.5,157,14.4,941,5.4,352
GA,Dougherty,13095001402,Yes,2604,78.7,2050,30.6,750,20.1,172,24,624,11.5,298
GA,Dougherty,13095010302,Yes,6518,100,6518,40.3,2241,15.1,269,32.1,2094,5.7,373
GA,Dougherty,13095010601,Yes,2840,87.4,2482,35.5,971,27.3,264,29.6,840,12.1,343
GA,Douglas,13097080301,Yes,7099,94.5,6707,17.4,1234,10.5,259,30,2130,5.7,407
GA,Douglas,13097080302,Yes,8591,25.3,2176,3.2,254,1.9,58,6.5,562,2.7,229
GA,Echols,13101980100,No,1557,91.1,1418,23.7,390,0,0,27.3,425,11.1,172
GA,Elbert,13105990400,Yes,4337,51.7,2242,11.6,491,8,140,12.5,543,9.1,397
GA,Elbert,13105990500,No,6069,10.8,654,1.5,91,0,0,2.5,154,1.6,96
GA,Emanuel,13107980100,No,5235,38.4,2012,11.4,568,4.2,78,10.7,558,5,263
GA,Emanuel,13107980200,No,1878,56,1052,11.3,211,3.6,26,15.6,294,8.1,153
GA,Emanuel,13107980500,No,1502,59.1,887,16.1,244,6.2,36,14.1,212,10,151
GA,Floyd,13115001100,Yes,2746,43.6,1197,20.5,509,26.7,357,7.1,195,18.3,503
GA,Floyd,13115001200,Yes,4421,22.6,998,4.2,170,0.8,12,6.5,288,2,90
GA,Floyd,13115001500,Yes,3335,26.4,881,7.2,237,5.5,64,7,233,4,135
GA,Fulton,13121003300,Yes,2499,100,2499,54.9,1382,75.3,917,30.3,758,14.2,356
GA,Fulton,13121003500,Yes,3710,100,3710,49.1,973,28.1,192,14,519,1.7,62
GA,Fulton,13121004000,Yes,3166,49.1,1553,9,242,11,118,8.6,273,16,508
GA,Fulton,13121004600,Yes,1156,100,1156,53.9,635,74.9,388,29.4,340,6.4,74
GA,Fulton,13121004800,Yes,2259,100,2259,65.4,1476,69.8,650,40.5,915,3.5,79
GA,Fulton,13121004900,Yes,2041,100,2041,20.5,415,23.2,214,20.2,412,5,103
GA,Fulton,13121005000,Yes,1921,71.2,1368,14.5,248,8.7,78,9.3,179,4.7,91
GA,Fulton,13121005200,Yes,3475,30.9,1073,4.6,157,2.9,42,8.8,306,1.1,39
GA,Fulton,13121005300,Yes,2892,100,2892,18,519,8.9,107,18.8,545,7,201
GA,Fulton,13121005501,Yes,2368,39,924,13.4,320,11.5,89,11.6,274,3.6,86
GA,Fulton,13121005502,Yes,1229,65.2,801,25.9,312,35,146,22,270,5.7,70
GA,Fulton,13121006400,Yes,2972,100,2972,54.2,1609,48.4,397,41.2,1223,3.4,101
GA,Fulton,13121006700,Yes,3893,45.2,1759,20.3,783,17,218,15.3,596,4.5,175
GA,Fulton,13121007001,Yes,4971,41.3,2055,10.6,524,8.4,136,13,645,3,148
GA,Fulton,13121007002,Yes,4584,100,4584,49.5,2260,35.5,437,40,1832,4.5,204
GA,Fulton,13121007200,Yes,4162,99.1,4123,34.9,1447,26.1,336,39.1,1627,3.4,140
GA,Fulton,13121007300,Yes,7396,8.1,599,2.3,171,2,49,2.8,208,0.3,22
GA,Fulton,13121007701,Yes,8586,48.4,4152,12.3,1048,8.3,265,14.8,1271,3.6,307
GA,Fulton,13121007702,Yes,7791,31.9,2489,5.5,430,5.6,173,10.7,834,1.3,100
GA,Fulton,13121007806,Yes,5241,46.7,2446,6.8,356,8.4,162,12.2,641,4.7,245
GA,Fulton,13121008101,Yes,1121,100,1121,13,140,5,21,23.2,260,16.9,189
GA,Fulton,13121008102,Yes,6579,18.9,1241,5.9,385,5.7,151,5,328,3.1,205
